??,?,?,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2010-11-01,222,1802,0.3 ,0.3 ,0.3 ,0.4 ,0.5 ,0.4 ,0.5 ,0.6 ,0.5 ,0.4 ,0.4 ,0.4 ,0.6 ,0.6 ,0.3 ,0.3 ,0.4 ,0.5 ,0.6 ,0.9 ,0.5 ,0.7 ,0.9 ,0.7 
2010-11-01,222,1901,0.7 ,0.7 ,0.6 ,0.5 ,0.5 ,0.5 ,0.4 ,0.7 ,0.5 ,0.5 ,0.4 ,0.5 ,0.7 ,0.6 ,0.5 ,0.7 ,0.4 ,0.4 ,0.7 ,1.1 ,0.9 ,0.9 ,1.1 ,0.9 
2010-11-01,222,1902,0.4 ,0.2 ,0.3 ,0.3 ,0.4 ,0.3 ,0.3 ,0.7 ,0.4 ,0.5 ,0.3 ,0.3 ,0.2 ,0.3 ,0.3 ,0.3 ,0.3 ,0.3 ,0.2 ,0.3 ,0.3 ,0.9 ,0.9 ,0.7 
2010-11-01,222,2001,0.8 ,0.7 ,0.6 ,0.8 ,0.7 ,0.7 ,1.1 ,0.9 ,0.5 ,0.3 ,0.2 ,0.2 ,0.1 ,0.3 ,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.2 ,0.1 ,0.3 ,0.7 
2010-11-01,222,2002,0.1 ,0.2 ,0.1 ,0.1 ,0.2 ,0.1 ,0.2 ,0.9 ,0.7 ,0.6 ,0.4 ,0.2 ,0.2 ,0.2 ,0.2 ,0.4 ,0.3 ,0.1 ,0.2 ,0.8 ,1.1 ,0.7 ,0.6 ,0.3 
2010-11-01,222,2101,0.2 ,0.2 ,0.3 ,0.3 ,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.3 ,0.3 ,0.2 ,0.3 ,0.3 ,0.2 ,0.3 ,0.2 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.4 ,0.2 
2010-11-01,222,2102,0.3 ,0.1 ,0.2 ,0.2 ,0.1 ,0.2 ,0.6 ,0.7 ,0.5 ,0.8 ,0.9 ,1.1 ,0.8 ,1.5 ,0.7 ,0.4 ,0.4 ,0.5 ,0.9 ,1.1 ,2.1 ,1.3 ,1.0 ,0.9 
2010-11-01,222,2201,0.7 ,0.5 ,0.5 ,0.5 ,0.5 ,0.5 ,0.5 ,0.7 ,1.7 ,1.7 ,0.5 ,0.7 ,0.4 ,0.9 ,0.4 ,0.4 ,0.5 ,0.4 ,1.6 ,1.4 ,1.1 ,1.0 ,1.4 ,1.7 
2010-11-01,222,2202,0.6 ,0.6 ,0.5 ,0.5 ,0.6 ,0.5 ,0.5 ,0.5 ,0.6 ,0.5 ,0.5 ,0.6 ,0.5 ,0.7 ,0.6 ,0.7 ,0.6 ,0.7 ,0.9 ,0.9 ,0.8 ,0.8 ,0.9 ,1.4 
2010-11-01,222,2301,0.4 ,0.4 ,0.3 ,0.5 ,0.4 ,0.4 ,0.3 ,1.2 ,0.8 ,0.7 ,0.7 ,0.7 ,0.6 ,0.3 ,0.4 ,0.8 ,1.0 ,0.6 ,0.7 ,0.8 ,0.9 ,0.9 ,1.1 ,1.1 
2010-11-01,222,2302,0.7 ,0.4 ,0.4 ,0.4 ,0.5 ,0.4 ,0.5 ,0.6 ,0.7 ,0.5 ,0.5 ,0.5 ,0.6 ,0.9 ,0.6 ,0.5 ,0.6 ,0.7 ,0.6 ,0.8 ,0.7 ,0.8 ,0.7 ,0.6 
2010-11-01,222,2401,0.8 ,0.8 ,0.5 ,0.3 ,0.4 ,0.6 ,0.6 ,0.6 ,0.6 ,1.2 ,0.9 ,0.7 ,0.8 ,0.5 ,0.6 ,1.0 ,0.9 ,0.6 ,0.5 ,0.8 ,1.0 ,1.0 ,1.0 ,1.3 
2010-11-01,222,2402,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,0.5 ,0.4 ,0.2 ,0.3 ,0.2 ,0.1 ,0.2 ,0.2 ,0.4 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.2 ,0.3 ,0.3 ,0.2 ,0.2 
2010-11-01,222,2501,0.3 ,0.2 ,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.3 ,0.5 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.3 ,0.4 ,0.4 ,0.4 ,0.5 
2010-11-01,222,2502,0.4 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.5 ,0.5 ,0.6 ,0.5 ,0.5 ,0.5 ,0.5 ,0.6 ,0.4 ,0.4 ,1.0 ,0.8 ,1.0 ,0.9 ,0.8 ,0.9 
2010-11-01,222,2601,0.9 ,0.6 ,0.4 ,0.4 ,0.3 ,0.3 ,0.6 ,1.2 ,0.8 ,0.6 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.9 ,0.9 ,1.0 ,0.9 ,1.2 
2010-11-01,222,2602,0.9 ,0.7 ,0.5 ,0.7 ,0.7 ,1.0 ,1.0 ,0.7 ,0.6 ,0.7 ,0.5 ,0.4 ,0.4 ,0.3 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.2 ,0.6 ,1.2 ,1.1 ,0.9 
2010-11-01,222,2701,0.7 ,0.4 ,0.3 ,0.4 ,0.3 ,0.4 ,0.7 ,0.7 ,0.3 ,0.3 ,0.5 ,0.3 ,0.3 ,0.3 ,0.5 ,0.3 ,0.3 ,0.2 ,0.3 ,0.3 ,0.8 ,0.7 ,0.5 ,0.3 
2010-11-01,222,2702,0.4 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.4 ,0.6 ,0.4 ,0.6 ,0.3 ,0.4 ,0.2 ,0.3 ,0.2 ,0.3 ,0.6 ,0.2 ,0.3 ,0.3 ,0.3 ,0.2 
2010-11-01,222,2801,0.7 ,0.5 ,0.3 ,0.3 ,0.3 ,0.4 ,0.4 ,0.6 ,0.4 ,0.4 ,0.4 ,0.3 ,0.4 ,0.4 ,0.3 ,0.3 ,1.3 ,1.3 ,0.8 ,0.6 ,0.7 ,0.6 ,0.7 ,0.5 
2010-11-01,222,2802,0.7 ,0.6 ,0.2 ,0.3 ,0.4 ,0.3 ,0.3 ,0.3 ,0.4 ,0.5 ,0.5 ,0.3 ,0.7 ,0.5 ,0.3 ,0.3 ,0.2 ,0.2 ,0.3 ,0.2 ,0.3 ,0.4 ,0.3 ,0.6 
2010-11-01,222,2901,0.8 ,0.9 ,0.8 ,0.4 ,0.4 ,0.3 ,0.8 ,1.1 ,0.5 ,0.5 ,0.5 ,0.4 ,0.8 ,0.7 ,0.5 ,0.7 ,0.5 ,0.5 ,0.7 ,0.7 ,0.6 ,1.1 ,0.9 ,1.1 
2010-11-01,222,2902,0.7 ,0.7 ,0.5 ,0.6 ,0.6 ,0.7 ,0.5 ,0.8 ,0.8 ,0.5 ,0.6 ,0.3 ,0.4 ,0.4 ,0.5 ,0.6 ,0.6 ,0.7 ,0.4 ,0.5 ,0.5 ,0.5 ,0.8 ,1.0 
2010-11-01,222,3001,0.6 ,0.8 ,0.4 ,0.3 ,0.3 ,0.2 ,0.4 ,0.4 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.5 
2010-11-01,222,3002,0.3 ,0.2 ,0.3 ,0.3 ,0.3 ,0.2 ,0.3 ,0.6 ,0.3 ,0.4 ,0.3 ,0.5 ,0.8 ,0.5 ,0.3 ,0.3 ,0.3 ,0.3 ,0.7 ,0.9 ,0.8 ,0.7 ,0.7 ,0.7 
2010-11-01,222,3101,1.1 ,1.0 ,0.8 ,0.7 ,0.7 ,0.7 ,0.9 ,0.9 ,0.7 ,0.7 ,0.4 ,0.5 ,0.5 ,0.5 ,0.4 ,0.7 ,1.0 ,1.0 ,0.9 ,0.6 ,0.5 ,0.7 ,0.7 ,1.0 
2010-11-01,222,3102,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,1.6 ,0.5 ,0.3 ,0.2 ,0.3 ,0.6 ,0.7 ,0.7 ,0.5 ,0.5 ,0.3 ,0.4 ,0.8 ,1.7 ,1.4 ,1.0 ,1.0 ,0.5 ,0.5 
2010-11-01,222,3201,0.8 ,0.2 ,0.2 ,0.3 ,0.2 ,0.3 ,0.4 ,0.3 ,0.2 ,0.3 ,0.6 ,0.4 ,0.8 ,0.9 ,0.2 ,0.3 ,0.2 ,0.4 ,0.7 ,0.1 ,0.2 ,0.8 ,0.2 ,0.2 
2010-11-01,222,3202,0.4 ,0.5 ,0.4 ,0.3 ,0.5 ,0.4 ,0.3 ,0.4 ,0.4 ,0.6 ,0.9 ,0.7 ,0.6 ,0.5 ,0.6 ,0.3 ,0.4 ,0.3 ,0.4 ,0.7 ,0.9 ,0.8 ,1.0 ,0.7 
2010-11-01,222,3301,0.3 ,0.4 ,0.2 ,0.4 ,0.2 ,0.3 ,0.3 ,1.0 ,0.7 ,0.4 ,0.4 ,0.4 ,0.4 ,0.5 ,0.5 ,0.6 ,0.7 ,0.5 ,0.6 ,0.8 ,0.7 ,0.7 ,0.8 ,0.6 
2010-11-01,222,3302,1.0 ,0.8 ,0.9 ,0.8 ,0.6 ,0.6 ,0.6 ,0.8 ,0.7 ,0.6 ,0.4 ,0.4 ,0.4 ,0.8 ,0.9 ,0.9 ,0.7 ,0.6 ,0.7 ,0.9 ,0.9 ,1.2 ,1.2 ,0.9 
2010-11-01,223,101,0.3 ,0.2 ,0.2 ,0.3 ,0.3 ,0.2 ,0.3 ,0.8 ,0.5 ,0.4 ,0.3 ,0.5 ,0.3 ,0.3 ,0.5 ,0.6 ,0.7 ,0.9 ,0.5 ,2.4 ,1.3 ,1.3 ,0.7 ,0.3 
2010-11-01,223,102,0.2 ,0.3 ,0.3 ,0.2 ,0.3 ,0.2 ,0.6 ,0.8 ,0.7 ,0.6 ,0.5 ,0.3 ,0.4 ,0.3 ,0.2 ,0.3 ,0.3 ,0.5 ,0.7 ,0.6 ,0.7 ,0.7 ,0.6 ,0.4 
2010-11-01,223,201,0.8 ,0.7 ,0.5 ,0.5 ,0.6 ,0.5 ,0.4 ,0.3 ,0.5 ,0.3 ,0.3 ,0.3 ,0.5 ,0.6 ,0.4 ,0.4 ,0.5 ,0.7 ,1.3 ,0.7 ,0.6 ,0.3 ,0.6 ,0.9 
2010-11-01,223,202,0.3 ,0.3 ,0.2 ,0.2 ,0.2 ,0.3 ,0.2 ,0.6 ,0.9 ,0.3 ,0.2 ,0.3 ,0.2 ,0.5 ,0.7 ,0.4 ,0.6 ,0.5 ,0.8 ,0.4 ,0.4 ,0.7 ,0.7 ,0.7 
2010-11-01,223,301,0.5 ,0.5 ,0.4 ,0.2 ,0.3 ,0.2 ,0.4 ,1.2 ,0.8 ,1.0 ,0.9 ,1.0 ,0.8 ,0.9 ,0.8 ,0.8 ,0.5 ,0.8 ,0.8 ,1.0 ,1.1 ,0.9 ,0.7 ,0.8 
2010-11-01,223,302,0.3 ,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.6 ,0.7 ,0.8 ,0.4 ,0.2 ,0.5 ,0.5 ,0.4 ,0.6 ,0.5 ,0.5 ,0.5 ,0.7 ,0.5 ,0.6 ,0.6 ,0.4 ,0.4 
2010-11-01,223,401,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.5 ,1.6 ,1.0 ,0.6 ,0.5 ,1.1 ,0.8 ,0.9 ,1.1 ,0.8 ,0.9 ,1.1 ,1.3 ,1.0 ,0.9 ,0.8 ,0.5 ,0.4 
2010-11-01,223,402,0.5 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.5 ,0.5 ,0.4 ,0.4 ,0.5 ,0.4 ,0.5 ,0.4 ,0.6 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.5 ,0.3 
2010-11-01,223,501,0.3 ,0.4 ,0.3 ,0.3 ,0.4 ,0.5 ,0.5 ,0.5 ,0.5 ,0.3 ,0.4 ,0.3 ,0.3 ,0.3 ,0.4 ,0.3 ,0.5 ,0.6 ,0.7 ,0.6 ,0.9 ,1.0 ,0.9 ,0.9 
2010-11-01,223,502,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.3 ,0.9 ,0.9 ,0.3 ,0.4 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.7 ,0.9 ,1.0 ,0.9 ,0.8 ,0.6 ,0.7 
2010-11-01,223,601,0.6 ,0.4 ,0.4 ,0.3 ,0.4 ,0.4 ,0.5 ,0.4 ,0.5 ,0.3 ,0.3 ,0.5 ,0.4 ,0.3 ,0.3 ,0.2 ,0.4 ,0.6 ,0.8 ,0.7 ,0.7 ,0.8 ,1.1 ,0.9 
2010-11-01,223,602,0.8 ,0.7 ,0.4 ,0.4 ,0.3 ,0.4 ,0.4 ,0.4 ,0.6 ,0.6 ,1.1 ,0.7 ,0.4 ,0.4 ,0.5 ,0.8 ,0.7 ,0.5 ,1.2 ,0.9 ,1.0 ,1.0 ,1.1 ,1.0 
2010-11-01,223,701,0.2 ,0.3 ,0.3 ,0.3 ,0.3 ,0.3 ,0.4 ,0.5 ,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.3 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.6 ,0.5 ,0.4 
2010-11-01,223,702,0.2 ,0.2 ,0.1 ,0.2 ,0.1 ,0.1 ,0.2 ,0.1 ,0.6 ,0.4 ,0.2 ,0.1 ,0.2 ,0.2 ,0.3 ,0.2 ,0.5 ,0.3 ,0.4 ,0.5 ,0.3 ,0.2 ,0.1 ,0.2 
2010-11-01,223,801,0.5 ,0.4 ,0.4 ,0.5 ,0.3 ,0.4 ,0.7 ,0.8 ,0.8 ,1.0 ,1.2 ,1.7 ,1.2 ,0.6 ,0.9 ,0.4 ,0.4 ,1.1 ,1.0 ,1.0 ,0.7 ,0.6 ,0.6 ,0.7 
2010-11-01,223,802,0.4 ,0.3 ,0.3 ,0.3 ,0.3 ,0.3 ,0.7 ,0.9 ,1.6 ,1.2 ,0.3 ,0.3 ,0.4 ,0.3 ,0.4 ,0.5 ,0.6 ,0.7 ,0.7 ,0.8 ,0.8 ,0.9 ,0.7 ,0.7 
2010-11-01,223,901,0.5 ,0.2 ,0.3 ,0.4 ,0.3 ,0.3 ,0.5 ,0.6 ,0.5 ,0.9 ,0.8 ,0.3 ,0.4 ,0.4 ,0.4 ,0.6 ,0.7 ,0.2 ,0.4 ,0.8 ,1.2 ,0.8 ,0.8 ,1.0 
2010-11-01,223,902,0.3 ,0.2 ,0.3 ,0.3 ,0.2 ,0.3 ,0.4 ,0.7 ,0.4 ,0.6 ,1.2 ,0.5 ,0.4 ,0.4 ,0.5 ,0.4 ,0.3 ,0.7 ,1.0 ,1.1 ,0.8 ,0.9 ,1.0 ,0.8 
2010-11-01,223,1001,0.3 ,0.3 ,0.5 ,0.3 ,0.3 ,0.3 ,0.5 ,0.5 ,0.4 ,0.5 ,0.4 ,0.3 ,0.4 ,0.4 ,0.4 ,0.4 ,0.4 ,0.7 ,1.0 ,0.6 ,0.5 ,0.6 ,0.4 ,0.4 
2010-11-01,223,1002,0.6 ,0.5 ,0.3 ,0.3 ,0.2 ,0.4 ,1.1 ,1.0 ,0.6 ,0.3 ,0.3 ,0.4 ,0.3 ,0.2 ,0.5 ,0.5 ,0.5 ,0.5 ,0.9 ,1.0 ,0.6 ,0.6 ,0.9 ,0.6 
2010-11-01,223,1101,0.5 ,0.3 ,0.3 ,0.3 ,0.2 ,0.3 ,0.2 ,0.6 ,0.4 ,0.3 ,0.3 ,0.4 ,0.5 ,0.7 ,0.6 ,0.3 ,0.2 ,0.4 ,0.7 ,0.6 ,0.7 ,0.9 ,0.8 ,0.9 
2010-11-01,223,1102,0.6 ,0.3 ,0.2 ,0.3 ,0.2 ,0.3 ,0.2 ,0.7 ,0.6 ,0.3 ,0.4 ,0.3 ,0.3 ,0.3 ,0.3 ,0.4 ,0.5 ,0.3 ,0.8 ,0.5 ,0.4 ,0.7 ,0.7 ,0.9 
2010-11-01,223,1201,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,0.3 ,0.3 ,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.4 ,0.3 ,0.5 ,0.4 ,0.3 ,0.2 
